Year,Country,COUNTRY,VARIABLE,Variable,MEASURE,Measure,YEAR,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
2002,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,EUR,Euro,0.0,Units,,,69000000.0,,
2002,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,EUR,Euro,0.0,Units,,,68000000.0,,
2002,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,SEK,Swedish Krona,0.0,Units,,,7373000000.0,,
2002,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,CHF,Swiss Franc,0.0,Units,,,2131000000.0,,
2002,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,TRY,Turkish Lira,0.0,Units,,,94000000.0,,
2002,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,GBP,Pound Sterling,0.0,Units,,,3247000000.0,,
2002,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2002.0,USD,US Dollar,0.0,Units,,,33893078560.47,,
2003,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,73000000.0,,
2003,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,CAD,Canadian Dollar,0.0,Units,,,8306000000.0,,
2003,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,HRK,Croatian Kuna,0.0,Units,,,1579000000.0,,
2003,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,CZK,Czech Koruna,0.0,Units,,,8414000000.0,,
2003,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,DKK,Danish Krone,0.0,Units,,,5229000000.0,,
2003,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,627000000.0,,
2003,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,239000000.0,,
2003,Hungary,,,,,,,,,,,,,,,
2003,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,ISK,Iceland Krona,0.0,Units,,,2245000000.0,,
2003,India,,,,,,,,,,,,,,,
2003,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,11596000000.0,,
2003,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,JPY,Yen,0.0,Units,,,2025693000000.0,,
2003,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,KRW,Won,0.0,Units,,,2240700000000.0,,
2003,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,122000000.0,,
2003,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,587000000.0,,
2003,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,NZD,New Zealand Dollar,0.0,Units,,,806908203.0,,
2003,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,NOK,Norwegian Krone,0.0,Units,,,6744000000.0,,
2003,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,PLN,Zloty,0.0,Units,,,3170000000.0,,
2003,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,221000000.0,,
2003,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,72000000.0,,
2003,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,EUR,Euro,0.0,Units,,,75000000.0,,
2003,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,SEK,Swedish Krona,0.0,Units,,,6898000000.0,,
2003,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,CHF,Swiss Franc,0.0,Units,,,2270000000.0,,
2003,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,TRY,Turkish Lira,0.0,Units,,,167000000.0,,
2003,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,GBP,Pound Sterling,0.0,Units,,,3344000000.0,,
2003,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2003.0,USD,US Dollar,0.0,Units,,,35466544000.0,,
2004,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,77000000.0,,
2004,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,CAD,Canadian Dollar,0.0,Units,,,8734000000.0,,
2004,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,HRK,Croatian Kuna,0.0,Units,,,1828000000.0,,
2004,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,CZK,Czech Koruna,0.0,Units,,,9461000000.0,,
2004,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,DKK,Danish Krone,0.0,Units,,,5481000000.0,,
2004,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,587000000.0,,
2004,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,239000000.0,,
2004,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,HUF,Forint,0.0,Units,,,64063000000.0,E,Estimated value
2004,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,ISK,Iceland Krona,0.0,Units,,,2307000000.0,,
2004,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,INR,Indian Rupee,0.0,Units,,,133966000000.0,,
2004,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,11241000000.0,,
2004,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,JPY,Yen,0.0,Units,,,1965830000000.0,,
2004,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,KRW,Won,0.0,Units,,,1633100000000.0,,
2004,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,122000000.0,,
2004,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,611000000.0,,
2004,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,NZD,New Zealand Dollar,0.0,Units,,,901059035.0,,
2004,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,NOK,Norwegian Krone,0.0,Units,,,7588000000.0,,
2004,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,PLN,Zloty,0.0,Units,,,4777000000.0,,
2004,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,233000000.0,,
2004,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,82000000.0,,
2004,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,EUR,Euro,0.0,Units,,,77000000.0,,
2004,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,SEK,Swedish Krona,0.0,Units,,,6920000000.0,,
2004,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,CHF,Swiss Franc,0.0,Units,,,2279000000.0,,
2004,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,TRY,Turkish Lira,0.0,Units,,,126000000.0,,
2004,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,GBP,Pound Sterling,0.0,Units,,,3699000000.0,B,Break
2004,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2004.0,USD,US Dollar,0.0,Units,,,36327181000.0,,
2005,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,80000000.0,,
2005,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,CAD,Canadian Dollar,0.0,Units,,,7914000000.0,,
2005,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,HRK,Croatian Kuna,0.0,Units,,,1793000000.0,,
2005,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,CZK,Czech Koruna,0.0,Units,,,10436000000.0,,
2005,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,DKK,Danish Krone,0.0,Units,,,5718000000.0,,
2005,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,600000000.0,,
2005,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,2189000000.0,B,Break
2005,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,HUF,Forint,0.0,Units,,,70297000000.0,E,Estimated value
2005,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,ISK,Iceland Krona,0.0,Units,,,2625000000.0,,
2005,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,INR,Indian Rupee,0.0,Units,,,206824000000.0,,
2005,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,12549000000.0,B,Break
2005,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,JPY,Yen,0.0,Units,,,1919710000000.0,,
2005,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,KRW,Won,0.0,Units,,,1722800000000.0,,
2005,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,125000000.0,,
2005,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,725000000.0,,
2005,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,NZD,New Zealand Dollar,0.0,Units,,,998941292.0,,
2005,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,NOK,Norwegian Krone,0.0,Units,,,7948000000.0,,
2005,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,PLN,Zloty,0.0,Units,,,5083000000.0,,
2005,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,177000000.0,,
2005,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,100000000.0,,
2005,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,EUR,Euro,0.0,Units,,,99000000.0,,
2005,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,SEK,Swedish Krona,0.0,Units,,,7310000000.0,,
2005,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,CHF,Swiss Franc,0.0,Units,,,2354000000.0,,
2005,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,TRY,Turkish Lira,0.0,Units,,,149000000.0,,
2005,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,GBP,Pound Sterling,0.0,Units,,,3872000000.0,,
2005,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2005.0,USD,US Dollar,0.0,Units,,,37882229000.0,,
2006,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,104000000.0,,
2006,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,CAD,Canadian Dollar,0.0,Units,,,7707000000.0,,
2006,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,HRK,Croatian Kuna,0.0,Units,,,1132000000.0,,
2006,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,CZK,Czech Koruna,0.0,Units,,,15423000000.0,,
2006,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,DKK,Danish Krone,0.0,Units,,,5261000000.0,,
2006,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,612000000.0,,
2006,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,2235000000.0,,
2006,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,HUF,Forint,0.0,Units,,,331613000000.0,,
2006,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,ISK,Iceland Krona,0.0,Units,,,2835000000.0,,
2006,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,INR,Indian Rupee,0.0,Units,,,293203000000.0,,
2006,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,13452000000.0,,
2006,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,JPY,Yen,0.0,Units,,,1719400000000.0,,
2006,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,KRW,Won,0.0,Units,,,2138500000000.0,B,Break
2006,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,161000000.0,,
2006,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,1040000000.0,,
2006,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,NZD,New Zealand Dollar,0.0,Units,,,1044253939.0,,
2006,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,NOK,Norwegian Krone,0.0,Units,,,8483000000.0,,
2006,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,PLN,Zloty,0.0,Units,,,6506000000.0,,
2006,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,203000000.0,,
2006,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,130000000.0,,
2006,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,EUR,Euro,0.0,Units,,,140000000.0,,
2006,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,SEK,Swedish Krona,0.0,Units,,,7490000000.0,,
2006,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,CHF,Swiss Franc,0.0,Units,,,2413000000.0,,
2006,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,TRY,Turkish Lira,0.0,Units,,,284000000.0,,
2006,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,GBP,Pound Sterling,0.0,Units,,,3993000000.0,,
2006,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2006.0,USD,US Dollar,0.0,Units,,,40425921255.0,,
2007,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,94000000.0,,
2007,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,CAD,Canadian Dollar,0.0,Units,,,10098000000.0,,
2007,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,HRK,Croatian Kuna,0.0,Units,,,1160000000.0,,
2007,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,CZK,Czech Koruna,0.0,Units,,,16370000000.0,,
2007,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,DKK,Danish Krone,0.0,Units,,,5428000000.0,,
2007,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,611000000.0,,
2007,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,2294000000.0,,
2007,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,HUF,Forint,0.0,Units,,,343550000000.0,,
2007,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,ISK,Iceland Krona,0.0,Units,,,3114000000.0,,
2007,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,INR,Indian Rupee,0.0,Units,,,304622000000.0,,
2007,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,9764000000.0,,
2007,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,JPY,Yen,0.0,Units,,,1833365000000.0,,
2007,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,KRW,Won,0.0,Units,,,1941400000000.0,,
2007,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,125000000.0,,
2007,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,1091000000.0,,
2007,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,NZD,New Zealand Dollar,0.0,Units,,,1140339558.0,,
2007,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,NOK,Norwegian Krone,0.0,Units,,,8894000000.0,,
2007,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,PLN,Zloty,0.0,Units,,,5733000000.0,,
2007,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,192000000.0,,
2007,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,156000000.0,,
2007,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,EUR,Euro,0.0,Units,,,139000000.0,,
2007,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,SEK,Swedish Krona,0.0,Units,,,7736000000.0,,
2007,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,CHF,Swiss Franc,0.0,Units,,,2316000000.0,,
2007,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,TRY,Turkish Lira,0.0,Units,,,497000000.0,,
2007,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,GBP,Pound Sterling,0.0,Units,,,3858789356.2041,,
2007,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2007.0,USD,US Dollar,0.0,Units,,,45759127000.0,,
2008,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,102000000.0,,
2008,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,CAD,Canadian Dollar,0.0,Units,,,10834000000.0,,
2008,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,HRK,Croatian Kuna,0.0,Units,,,1216000000.0,,
2008,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,CZK,Czech Koruna,0.0,Units,,,15257000000.0,,
2008,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,DKK,Danish Krone,0.0,Units,,,5336000000.0,,
2008,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,673000000.0,,
2008,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,2286000000.0,,
2008,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,HUF,Forint,0.0,Units,,,111829000000.0,,
2008,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,ISK,Iceland Krona,0.0,Units,,,6700000000.0,,
2008,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,INR,Indian Rupee,0.0,Units,,,336866000000.0,,
2008,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,10756000000.0,,
2008,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,JPY,Yen,0.0,Units,,,1643904000000.0,,
2008,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,KRW,Won,0.0,Units,,,2550500000000.0,,
2008,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,134000000.0,,
2008,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,1231000000.0,,
2008,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,NZD,New Zealand Dollar,0.0,Units,,,1198924892.0,,
2008,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,NOK,Norwegian Krone,0.0,Units,,,9447000000.0,,
2008,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,PLN,Zloty,0.0,Units,,,7044000000.0,,
2008,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,141000000.0,,
2008,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,161000000.0,,
2008,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,EUR,Euro,0.0,Units,,,148000000.0,,
2008,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,SEK,Swedish Krona,0.0,Units,,,8256000000.0,,
2008,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,CHF,Swiss Franc,0.0,Units,,,2557000000.0,,
2008,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,TRY,Turkish Lira,0.0,Units,,,589000000.0,,
2008,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,GBP,Pound Sterling,0.0,Units,,,3988963150.0,,
2008,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2008.0,USD,US Dollar,0.0,Units,,,44972095000.0,,
2009,Belgium,BEL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,111000000.0,,
2009,Canada,CAN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,CAD,Canadian Dollar,0.0,Units,,,10384000000.0,,
2009,Croatia,HRV,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,HRK,Croatian Kuna,0.0,Units,,,1056000000.0,,
2009,Czech Republic,CZE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,CZK,Czech Koruna,0.0,Units,,,15300000000.0,,
2009,Denmark,DNK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,DKK,Danish Krone,0.0,Units,,,6451000000.0,,
2009,Finland,FIN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,684000000.0,,
2009,France,FRA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,2601000000.0,,
2009,Hungary,HUN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,HUF,Forint,0.0,Units,,,127356000000.0,,
2009,Iceland,ISL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,ISK,Iceland Krona,0.0,Units,,,5179000000.0,,
2009,India,IND,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,INR,Indian Rupee,0.0,Units,,,420607000000.0,,
2009,Italy,ITA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,6008000000.0,,
2009,Japan,JPN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,JPY,Yen,0.0,Units,,,1758697000000.0,,
2009,Korea,KOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,KRW,Won,0.0,Units,,,2488400000000.0,,
2009,Lithuania,LTU,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,125000000.0,,
2009,Netherlands,NLD,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,827000000.0,,
2009,New Zealand,NZL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,NZD,New Zealand Dollar,0.0,Units,,,1343320176.0,,
2009,Norway,NOR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,NOK,Norwegian Krone,0.0,Units,,,10654000000.0,,
2009,Poland,POL,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,PLN,Zloty,0.0,Units,,,10131000000.0,,
2009,Portugal,PRT,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,124000000.0,B,Break
2009,Slovak Republic,SVK,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,192000000.0,,
2009,Slovenia,SVN,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,EUR,Euro,0.0,Units,,,151000000.0,,
2009,Sweden,SWE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,SEK,Swedish Krona,0.0,Units,,,8355000000.0,,
2009,Switzerland,CHE,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,CHF,Swiss Franc,0.0,Units,,,2744000000.0,,
2009,Türkiye,TUR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,TRY,Turkish Lira,0.0,Units,,,888000000.0,,
2009,United Kingdom,GBR,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,GBP,Pound Sterling,0.0,Units,,,3863721542.581,,
2009,United States,USA,I-MTN-RD,Road infrastructure maintenance,NAT,National currency,2009.0,USD,US Dollar,0.0,Units,,,49432397000.0,,
